attraction,username,contributions,time,review,rating
The Walt Disney Family Museum,Justine Isbell,4,Apr 2022,This was an incredible experience. I love Walt Disney and appreciated how much of his life and accomplishments were shown.,5.0
The Walt Disney Family Museum,Lisa Incatasciato,464,Mar 2018,"A history museum dedicated to the life of Walt Disney. Family photos, drawings, film equipment, and models tell his story. There are a few hands on interactives but overall the content is communicated through video and text. There is a …",4.0
The Walt Disney Family Museum,Grace Holland,5,Mar 2022,"I loved every minute. From family genealogy and start of his life’s works to the end of Walt’s life, to his grandchildren. It was an amazing experience into his life. I loved the videos snippets that captured him as a family man. …",5.0
The Walt Disney Family Museum,Cordula Sturm Dahal,55,Aug 2022,"Beautifully curated collection about Walt Disney, the process of creativity and inspiration, family values, technical innovations in the animation and film industry as well as charming memorabilia of Disney classics. Presented in a terrific …",5.0
The Walt Disney Family Museum,Lonnie Taylor,52,Mar 2020,"I’ve been here twice and will go back again. I love the history and how much there is to see. You could spend all day here if you wanted. Great park, plenty of parking. Beautiful views of the water and bridge.",5.0
The Walt Disney Family Museum,Josh B,40,May 2022,Very cute museum! Interesting if you like disney and it’s history.,5.0
The Walt Disney Family Museum,Jibin Park,14,Mar 2022,Great history of Walt Disney and the audio tour definitely enhances everything. It'll take a good hour and a half to get through everything.,5.0
The Walt Disney Family Museum,M Wong,286,Mar 2018,"The Walt Disney Museum is located inside SF's Presidio.  When u r outside the museum and it is a clear day, u can have sweepibg views of the Golden Gate Bridge and Alcatraz.  This museum gives an indepth look about Walt Disney's life. …",4.0
The Walt Disney Family Museum,Jemmie Rem,6,Mar 2020,"Walt Disney Family Museum

We visited last month, this museum is fabulous. The staff was very helpful and the exhibits were great! I highly recommend taking a few hours to check out this museum.",5.0
The Walt Disney Family Museum,Nicolas Falacci,2,Mar 2018,"The Walt Disney Family Museum is a beautifully designed museum.  It was funded by the Disney family and while it centers on the history of Walt Disney and his building of his empire, it also features an abundance of information about his …",5.0
The Walt Disney Family Museum,Alberto Vazquez,14,Mar 2019,About 2 hours of work to view in this amazing museum. If you are a fan of early Disney films I’m sure they have at least one piece of work inside. My favorites were the original sketches they have.,5.0
The Walt Disney Family Museum,John Tackett Jr.,83,Mar 2017,"As a Disney fan I had to go see this. So glad I did. They had a exhibit on the artwork of Pinocchio at the time as the displays were amazing. I suggest using Uber or Lyft to get there as traffic and parking can be a challenge. If you love Disney, this is a must see. Artifacts from the theme parks, his backyard railroad and much more",5.0
The Walt Disney Family Museum,Sergei Golubev,483,Mar 2018,"What a great museum full of interesting stories about Walt and his family members. Staff is very friendly, enthusiastic and run occasional talks. Great view of Golden Gate Bridge from one of the glass corridors towards the end of the exhibition.",5.0
The Walt Disney Family Museum,George Koshy,644,Mar 2022,"What a fantastic walk through the history and memory lane of one of the world's most sought after entertainer and his family, and the legacy created out of the world's biggest entertaining company!",5.0
The Walt Disney Family Museum,Russell Horton,348,Mar 2018,Fairly large disney museum. They cover basically Walts entire as well as how much of a visionary he is. A good place to spend a few hours before going to the Golden Gatr Bridge. …,5.0
The Walt Disney Family Museum,John Lau,29,Mar 2022,"We were initially tepid about the Walt Disney Family Museum. From the name, we thought it was just going to be a museum dedicated to Disney's upbringing and family life, but it's so much more. They give historical context to how Disney …",5.0
The Walt Disney Family Museum,Lori Wedge,4,Mar 2018,For a Disney fan it was fantastic to see Walt’s early life and behind the scenes of Disneyland!  It took about 3 hours to walk the whole museum and take part in the inter-active displays.,5.0
The Walt Disney Family Museum,Joe Hupp,119,Mar 2019,"If your a hard core Disney fan you’ll love this place, if not it’s still pretty cool. …",4.0
The Walt Disney Family Museum,Benny Denkumjornsook,305,Oct 2022,"Worth a visit for the Walt Disney Family Museum.
I had a great time and memory. I do enjoy time there! I have got knowledges and fun! Disney fan mustn’t missed!",5.0
The Walt Disney Family Museum,Rick Schwartz,820,Mar 2020,"Interesting but crowded, and like everything Disney, it costs TWICE as much as it should. Should a Disney promotional tool cost more than the world's best museums?",4.0
The Walt Disney Family Museum,John Rahman,102,Mar 2020,"Awesome place to learn about Walt Disney, even though it's not Disney World. I enjoyed the gallery, the art and the history. I will definatley return.",5.0
The Walt Disney Family Museum,Joanna Jan,75,Mar 2018,"Oh man.  This museum.  If you're ever around the Presidio do yourself a favor and set aside a few hours to explore this place.  If you're not in the neighborhood, hightail it over because it's a magical experience for both Disney fans and …",5.0
The Walt Disney Family Museum,Garrick Infanger,109,Nov 2022,Beautifully designed museum and an exhaustive--though sometimes self-serving--walk through Walt's life. The entire family enjoyed the experience.,5.0
The Walt Disney Family Museum,Christopher Bloch,220,Mar 2022,Really cool museum with plenty to see to learn about Walt Disney himself and see some of the original works. Make sure you reserve your timeslot in advance before coming.,5.0
The Walt Disney Family Museum,Trisha Singhal,501,Feb 2023,The Walt Disney family museum it was so much fun. Just looking around at the Disney exhibits.and shopping at the gift shop,5.0
The Walt Disney Family Museum,Christian Roche,51,Mar 2018,Just do it!  Seriously if your in SF this is a must see! Really really awesome place great view of the golden gate too! If your a Disney fan you will love it  totally worth the admission make sure you learn about the multi plane camera …,5.0
The Walt Disney Family Museum,Michelle Adorno,31,Mar 2020,Growing up with all things Disney this museum was an amazing behind the scenes into walt's life. Very beautiful photos and exhibits. Very breathtaking and emotional for someone who loves all things Disney.,5.0
The Walt Disney Family Museum,Darrin Earl,16,Mar 2020,Amazing place to visit if you’re a Disney fan. Tons and tons of information and highly knowledgeable staff. Beautiful modern museum with very well presented exhibits. A nice balance of reading and technology. Some interactive items for …,5.0
The Walt Disney Family Museum,Alonso Bernal,84,Sep 2022,Small little museum with a great view of the golden gate so I took a picture of it,4.0
The Walt Disney Family Museum,Collin Meehan,8,Mar 2020,"Super cute museum in the Presidio that is a must-visit for Disney fans! The museum is two floors high and quite wide across. There are elevators and ramps so the museum is handicap and kid-friendly. Due to the location, one part of the …",5.0
The Walt Disney Family Museum,Yvonne Ramirez,60,Mar 2020,Good place for Disney enthusiasts.  Not recommended for very small children . Lots of people and very little space and plenty of things to read so my small ones got bored. I wanted to stay there forever though .,5.0
The Walt Disney Family Museum,Mr. Wiley,510,Mar 2019,"This place was so amazing, the vast history behind Walt Disney and his vision is breathtaking. And inspiration to all those who feel they can change the world with their ideas.",5.0
The Walt Disney Family Museum,Michael Wancheck,230,Jan 2023,"Wasn’t able to see due to technical issues but the staff were friendly.
It was opened the Next day.",4.0
The Walt Disney Family Museum,violeta ionita,162,Feb 2023,"It's a must for both adults and children,",5.0
The Walt Disney Family Museum,Jason L,8,Mar 2020,My best suggestion is try to get to the second floor as quick as possible. First floor is basic history of Walt's family which is interesting but can tire you out to the point you don't fully enjoy the end of the museum. All the fun history is upstairs!,4.0
The Walt Disney Family Museum,Alberto Gozzelino,"2,509",Mar 2019,"Un vero amante dell”opera di Walt Disney non può,trovandosi a Frisco,non dedicare un po’ di tempo alla visita di questo museo.
The Walt Disney Family Museum (WDFM) is an museum that features the life and …",5.0
The Walt Disney Family Museum,Francisco Salanga III,35,Mar 2019,"This place captures well the Walt Disney story—the good, the bad, and the ugly. No matter where you fall on the spectrum of fandom, this place will help you appreciate the innovation and progress that Disney helped bring about both in animation and society.",5.0
The Walt Disney Family Museum,Kathi Flynn,50,Mar 2022,Staff was Very health cautious which I didn't mind! The family had a great time. Kids really enjoyed it.,5.0
The Walt Disney Family Museum,Noreen Gamble,72,Mar 2019,"If you are a fan of Disney this place is a MUST! Give yourself a couple hours a least. So much great stuff to see and interact with, we could have spent the day there.",5.0
The Walt Disney Family Museum,Karin Pond,34,Mar 2019,"This place was great to learn about the history and backstory of Walt Disney. It doesn't look big from the outside, but there is a lot to look at.  And average walk though 40-1.5 hours. Longer if you want to read everything and take your time.  It's a good place to stop while you visit the persidio area.",4.0
The Walt Disney Family Museum,Marilyn Dalton,222,Dec 2022,Great place if you are a Disney fan and it would take a couple days or more to see all the videos and memorabilia,5.0
The Walt Disney Family Museum,Amanda Cook,51,Mar 2020,Awesome concept.  We loved learning about Walt’s life and the stories behind our favorite movies.  So much history and astounding talent showcased at this museum!,5.0
The Walt Disney Family Museum,James Ostergar,44,Nov 2022,We had an amazing time! Spent 3 hours and could have spent a little longer. Probably not the best place for kids as the displays have lots of reading and a few mature themes.,5.0
The Walt Disney Family Museum,Matt Hagen,130,Mar 2022,Very neat place. I like Walt Disney history more than the movies.,5.0
The Walt Disney Family Museum,Jacob Silacci,329,Mar 2022,This museum was a lot of fun! It is a great experience for any family.,5.0
The Walt Disney Family Museum,Scott Eaton,403,Mar 2017,"Fantastic museum focused on an iconic man. The goal of the museum seems to be to teach about the man, not the icon. The main museum tells his life story, with a large emphasis on the company he built with his brother. They also host special …",5.0
The Walt Disney Family Museum,Dave Stewart,81,Aug 2022,"I was expecting gushing ""Walt the genius"", but felt it was a more balanced, factual history. There's information on the business and technical aspects of the movies made, including a two story multi-plane camera. My one complaint is there are lots of unique, printed artifacts that are uniformly POORLY LIT.",4.0
The Walt Disney Family Museum,Jason Liardi,14,Mar 2018,A wonderful gem of a museum. Extremely informative about the man that created so much. Great interactive exhibits and you can spend a lot of time reading in great detail about the life of Walt Disney and the original Disney company. Highly recommended.,5.0
The Walt Disney Family Museum,Isabel Cecilia Rodríguez Rodríguez,93,Mar 2020,"Great place to visit in the presidio, if you are like me a Disney freak you will enjoy this museum, very interesting exhibitions",5.0
The Walt Disney Family Museum,Aditya Kaddu,94,Mar 2022,Very informative look at the life of Walt Disney! Learned a lot. Give yourself at least 1.5-2 hours to properly cover the main exhibit,5.0
The Walt Disney Family Museum,Greg Dudash,62,Mar 2020,Great museum that really immerses you into the Disney family. Be prepared to spend 3-4 hours if you want to see everything! Very cool place!,4.0
The Walt Disney Family Museum,Christian Cebrian,127,Mar 2020,This is a one of the best experiences I've had in a museum as it tells the story of the man behind Walt Disney Studios and his humble beginnings and hardwork.,5.0
The Walt Disney Family Museum,Joe Fratianni,35,Mar 2019,A place every Disney fan should visit. Located in the Presidio which is walking distance from the Golden Gate Bridge the museum is an enjoyable place to spend several hours. The museum tells the story of the life of Walt Disney from his …,5.0
The Walt Disney Family Museum,Marcus Peters,24,Jun 2022,A truly magical place where you get to learn a bit more about an inspirational figure,4.0
The Walt Disney Family Museum,Mary Uebersax,177,Mar 2019,"Gift shop so very happy and helpful. The docent was friendly and shared best of exhibit holdings and special show of  the amazing Glen Keane. And that was a free exhibit. Found thoughtful gifts for grandchildren (but hey, that's Disney).",5.0
The Walt Disney Family Museum,Leroy McCarty,71,Mar 2022,I have no idea why this isn’t in various to do lists for San Francisco. This is a real gem. Very well done. Really tells the story of Walt and his greatest creations. Highly recommended.,5.0
The Walt Disney Family Museum,Greg Bueno,52,Apr 2022,"This place is nothing short of magical! The amount of Walt Disney exhibits they have is amazing. The museum is family oriented but is not for only children. The best part of the museum is the staff! They are so friendly and ready to chat or give you additional information. If you live in SF or are visiting, this is a must do!",5.0
The Walt Disney Family Museum,Madeline Paige Hoffert,51,Mar 2022,Super enlightening and very cool.   The history of art and animation and music and color was all lovely.,5.0
The Walt Disney Family Museum,G Gordon Worley III,"1,133",Jun 2022,very cool. loved the model of Disneyland,5.0
The Walt Disney Family Museum,Kristen M,152,Jun 2022,We enjoyed getting an insight into the making of the Walt Disney Company. Disney's video clips and audio clips explain the path he took and mistakes he made along the way. My daughter enjoyed looking at the way animation changed and seeing …,5.0
The Walt Disney Family Museum,Shivam Trivedi,103,Mar 2020,A surprisingly good museum which talks more about the history of the Walt Disney and shows some interesting artifacts from history. Highly recommend the Mickey special exhibit if it is still there when you visit. Cheaper if you are a college student so bring your student IDs.,5.0
The Walt Disney Family Museum,Glo Everyday,64,Mar 2019,A must see if in SF! It's so informative and wonderfully put together. You can easily spend hours there! But it didn't feel like it because it's so full of Disney info and magic! There's a lovely coffee shop inside and super cute gift shop as well. I'm so glad we toured!,5.0
The Walt Disney Family Museum,Mathias Lesjack,15,Mar 2017,This place told the entire life story of Walt Disney along with some of his awards and models of his world famous parks. The one thing that truly blew me away was the view right next to the building. I did not edit this photo and I took it on your average Joe phone but it looks spectacular. I would go back for the view!,5.0
The Walt Disney Family Museum,Stephen Conti,169,Mar 2018,Not only great content but the presentation and interactive exhibits were wonderful. Best museum experience I've had!,5.0
The Walt Disney Family Museum,Gen,528,Mar 2020,Awesome museum if you want to learn about the origin of Disney and animation in America.,5.0
The Walt Disney Family Museum,Joe Doherty,49,Mar 2019,Incredible museum - a must-see San Francisco experience! Could have spent an entire day here. So great to learn of the many aspects of the man behind the mouse. Really enjoyed the interactive displays that described details of how animation technology has evolved.,5.0
The Walt Disney Family Museum,John Ledger,161,Mar 2018,WOW it is really comprehensive life story of Walt Disney and his wonderful characters which I grew up with. I highly recommend it to anyone visiting San Francisco.,4.0
The Walt Disney Family Museum,Ruth Rodgers,4,Mar 2017,"This is a most amazing collection and museum. We opened the place and nearly stayed until closing. There is so much primary source information about Walt Disney, his life, and his accomplishments! Give yourself plenty of time and read every single exhibit! Nice gift shop too!",5.0
The Walt Disney Family Museum,Bootz Cluez,51,Sep 2022,Went for the first time to see The Jungle Book Exhibit. Beautiful!! If you love Disney you will enjoy this!,5.0
The Walt Disney Family Museum,Russell Nauman,4,Mar 2019,"I’ve been to my fair share of Disney places... Disneyland, Disney World... but I was still blown away with this place. I learned more about Walt and his family than I ever knew before. It was also cool to see the very first drawing of Mickey and Minnie EVER!",5.0
The Walt Disney Family Museum,adnan albeitawi,279,Mar 2017,"This is a must see for Disney fans and tourists of San Francisco.
Like any museum, it's probably more entertaining for the adults than kids!
The ticket prices were very reasonable and worth every penny. I purchased both …",5.0
The Walt Disney Family Museum,Loren McGarvey,63,Dec 2022,It is very well laid out and interesting for adults and children. Has engaging displays  for all!,5.0
The Walt Disney Family Museum,Lanyia Lyttle,12,Mar 2018,"If you are a true Disney lover or even an artist, this place is for you. Talks a lot about Walter and his history,  from when he was little to when he passed. Shows his work from his past and how he made some of the works you seen. Gift store is pricey but the overall experience is nice.",5.0
The Walt Disney Family Museum,Billy Robbins,61,Mar 2019,"Anyone seeking inspiration by the story of perseverance and wonder, you will come and meet the man himself in a way one would not predict and not soon forget. What a pilgrimge for any fan of the man and his dream amidst the setting of The Presidio with one of the most beautiful backdrops of the city and bay.",5.0
The Walt Disney Family Museum,Chris Gibbons,147,Mar 2020,An awesome place for any Disney fan. Great to see how Walt started out and everything he created throughout his life.,5.0
The Walt Disney Family Museum,KG Development,42,Apr 2022,"Let me start by saying this museum is NOT for children under the age of 5. While there are a few interactive exhibitions, it's very mature. My three year old could not get out of there fast enough. As an adult I really enjoyed it.",4.0
The Walt Disney Family Museum,Brett McKenzie,8,Mar 2018,"A great museum with creative exhibits that take you back. I took my parents and girlfriend here on a gray March day.  The museum provides a fun blend of history, details of the creative process, and plenty of nostalgia with some interactive exhibits as well.",4.0
The Walt Disney Family Museum,Angelo Cioffari,24,Mar 2019,Walt Disney was a innovative genius. In this museum you can admire his legacy and see many facets of his life and work. It's a fortune that his daughter Diane has founded it. worth a visit.,5.0
The Walt Disney Family Museum,Lourdes Mondragon,71,Mar 2022,"Excellent exhibit,  I learned so much of the life of Walt Disney.",5.0
The Walt Disney Family Museum,Alan T,9,Jan 2023,"Very Disney, great displays and history. We loved it.",5.0
The Walt Disney Family Museum,Christine Hussain,34,Dec 2022,The museum is so well put together and an amazing piece of history about Walt Disney.,5.0
The Walt Disney Family Museum,Matthias Truemmel (Matt),189,Mar 2019,The museum is great! Shows lots of stuff about the life of Walt Disney and his company over his life.,5.0
The Walt Disney Family Museum,Eva Anne,17,Mar 2019,Love! Just wish I had more time to spend. Lots of interactive exhibits and wonderful history I never knew.,5.0
The Walt Disney Family Museum,ksd ksd,154,Mar 2022,"Enjoyed the museum,  not recommended for youngest than 10,",4.0
The Walt Disney Family Museum,J,240,Mar 2022,"Great museum covering all of Walt Disney's life from family history, through failures, to ventures and family, all the way to the end of his life. It is interesting that the museum talks about a lot of the low points of his life and how he …",4.0
The Walt Disney Family Museum,Archit Jha,257,Mar 2019,Exhibits make you feel nostalgic and leave you inspired as you learn about Disney's journey. Do not expect Pixar stuff though.,5.0
The Walt Disney Family Museum,Rich Lazar,166,Mar 2017,"Good museum to find out more about the man behind the mouse. Exhibits are nice but probably not good for small children. Learned a lot about Disney that I didn't know. If you like Disney, you should check out the museum.",4.0
The Walt Disney Family Museum,S. T.,53,Mar 2022,"Fantastic! If you are a Disney fan, this is a MUST to see! (One in our group was not a Disney fan, but still enjoyed the exhibit, and especially the WW2 exhibit) So much to see, I could have spent all day there! It covers everything from …",5.0
The Walt Disney Family Museum,Stephanie Underwood,91,Mar 2019,I have always been a fan of Disney movies! I learned a lot from the museum especially how Walt Disney started. I also got to see my favourite character Mickey Mouse! A must visit when you are in San Francisco.,5.0
The Walt Disney Family Museum,J Rog,76,Mar 2019,"Nice little museum, some rare items and a good look at Walt growing up, worth a trip.",4.0
The Walt Disney Family Museum,Mary Escobar,7,Aug 2022,"Basically  for adults,all is reading about the Disney family from beginning to present
Not intended for kids nothing really for kids to do ,however  very Informative and is worth visiting  atleast once as an adult.",4.0
The Walt Disney Family Museum,David Montenegro,55,Apr 2022,"Is beautiful!! I advise around 2:30-3:00 hrs for visiting this place if you like Disney. But if you live it and want to spend your time checking deeply into it, it might take around 5 hours. Lovely.",5.0
The Walt Disney Family Museum,Jazbo,29,Mar 2020,"Delightful experience- Great food/view too! I did notice that while san Fransico is such a crowded and general chaotic place, you can settle down at this little peaceful area to sort of 'get away' while still in SanFran. Just found that interesting.",5.0
The Walt Disney Family Museum,Gregg Wagener,244,Mar 2020,"I already knew a lot about the life of Walt Disney before I went to the museum, so I was a little disappointed that there wasn't much about the less successful projects.",4.0
The Walt Disney Family Museum,Mirosław SALAMOŃCZYK,42,Mar 2018,Cool place but a lot of reading. Be prepare to spend all day and it won't be enough. I think that adults may have definitely more fun than kids. You can find many interesting stories behind the cartoons you know.,4.0
The Walt Disney Family Museum,Josue Perez,129,Mar 2019,It's nice if not a little expensive. If you're a Disney fan you'll love it if not maybe skip. kids will love it i bet. Ps it's more about the man walt and little less about the movies and park.,4.0
The Walt Disney Family Museum,Ken F.,34,Dec 2022,"For die hard Disney fans.  History of Disney, not really a place for young kids; more biographical and info focused.",4.0
The Walt Disney Family Museum,Dominic Wiker,131,Apr 2022,"Pleasantly surprised by this museum. Focus is very much on the man, his upbringing and professional development, his business, and the creative process. Along the way, there is plenty exposure to the characters and movies we're all familiar …",5.0
The Walt Disney Family Museum,Valentina Favorito,24,Mar 2020,"I've enjoyed this place very much. Not only it gives the opportunity to pry into the ""backstage"" of several Disney classics, but also it offers a unique glance at the story of a man who gave shape to a great dream.",4.0
The Walt Disney Family Museum,Dilu Namaratne,210,Mar 2018,Nice museum with the life story of Walt and his work. The displays are nicely done.,4.0
The Walt Disney Family Museum,Victor Gamarra,34,Jun 2022,"It was amazing , too much knowledge and discovery to rush through though ..its an all day event !!",5.0
The Walt Disney Family Museum,Andre Mantha,232,Apr 2022,There is too much to see for just one visit. Each room is filled with a wealth of exhibits and information. Clearly the Walt Disney story told in the museum is told by one who loved and respected their subject. Staff is helpful,4.0
The Walt Disney Family Museum,Sarah Ni,8,Mar 2020,Amazing! We spent almost over two hours just for the main exhibition!,5.0
The Walt Disney Family Museum,Dathan D.,148,Mar 2019,"Why is this in SF, I have no idea. It's a great spot though. If the history of disney interests you, then go for sure.",5.0
The Walt Disney Family Museum,Samuel Barnes,29,Mar 2022,"What an experience!! I was in Disney World a month ago, Disneyland a week ago and visited the museum today and it was amazing seeing the history. Gift shop is pretty sweet, one off stuff you will ONLY FIND HERE! I will definitely be back and will most likely pay for the annual pass. Great day!!",5.0
The Walt Disney Family Museum,Helen Hostetler,46,Mar 2022,"Thoroughly enjoyed this museum. Very interesting videos to observe, along with fascinating information to read about how the whole concept of Disneyland came to fruition. Learned so much about Walt Disney  and his entire family, his …",5.0
The Walt Disney Family Museum,Jan Taylor,34,Mar 2019,Great museum with all the details of Walt's life.  He was so instrumental in bring joy to kids of all ages.,5.0
The Walt Disney Family Museum,Cat from Japan,154,Mar 2022,Very educational but not for little kids who might associate this to the Disney land,5.0
The Walt Disney Family Museum,Erin Ray,1 review,Apr 2022,"Why hadn't we visited here yet?! It's been in the Presidio for 10yrs!
It was well worth it. If you're into Disneyland and how it came to be and how Disney started this whole thing, you won't be disappointed.
Lots of rare and one of a kind items. Like walking into a time capsule!",5.0
The Walt Disney Family Museum,S. T.,1 review,Mar 2022,"Such a great museum! Covers everything from Walt's birth to death and everything in between. So much information on how cartoons are made, people involved, and all the work put into everything. My favorite part was the WW2 special exhibit! I spent about 4 hours there but wish I had spent even more time going through everything!",5.0
The Walt Disney Family Museum,River Phoenix,410,Mar 2022,"Free for military, veterans and their family.  Everyone else has to pay about a quarter of what you would to visit a Disney park though.  Good to visit either way.  You should give yourself at least 2 hours here to see everything.  That might not be enough time either.  Great way to learn about the history of the Disney family.",5.0
The Walt Disney Family Museum,Arah Evans,19,May 2022,Absolutely wonderful museum experience. Spent 3 and a half hours there and it wasn't enough! It's much larger than I anticipated. Highly recommended for any disney fan!,5.0
The Walt Disney Family Museum,Truth Lives,5,Mar 2018,Beautiful place to walk around. It's pricey here but that doesn't mean you have to buy anything. Just come see the unique beauty of the Presidio. Take tons of pictures and get a unique view of the Golden Gate Bridge.,5.0
The Walt Disney Family Museum,Lavanya R,54,Mar 2022,"The museum starts off with the boring details of Mr. Disney's ancestry but gets better and better as you learn how this genius of a man lived, took chances, created art, changed motion picture forever, and more. I'm so glad I went here for …",5.0
The Walt Disney Family Museum,james,40,Mar 2019,"Loved learning about Walt Disney. It’s definitely more for adults, than children. However, they have great Disney Golden Books in their shop to purchase.",5.0
The Walt Disney Family Museum,royalsamurai1,401,May 2022,"What better place than the Presidio to have the Disney Museum.  With the Golden Gate Bridge in the foreground and a view of Alcatraz,  this is a must destination for tourists who love Disney. …",3.0
The Walt Disney Family Museum,Bruce DeWald,362,Mar 2022,"Fantastic museum! If you want to learn about Walt Disney, this is the place to go. There’s more details here then you can possibly take in unless you spend the whole day (or more) there. But we were able to do the main museum and the …",5.0
The Walt Disney Family Museum,Ryan H,53,Mar 2019,Learn about the man behind the mouse and the giant mega corporation that owns your hopes and dreams! See the American that lived the Hollywood dream and see the lessons he learned from his multiple blunders.,5.0
The Walt Disney Family Museum,Laura Huf,14,Mar 2018,Most rememberable experience! I learned so much that I never knew about Walt Disney!,5.0
The Walt Disney Family Museum,Ivan Tolmachev,103,Mar 2019,Beautiful story of Walter life. A good three-hour museum to enjoy,5.0
The Walt Disney Family Museum,Jorovie Muñoz,268,Dec 2022,Very great place to learn more about Walt Disney and The Walt Disney Company and Disneyland's history,5.0
The Walt Disney Family Museum,Ryan P. C. Trimble,29,Mar 2022,"I hate to call a musuem about one of the world's most famous people a ""hidden gem"" but truly...it absolutely is. A gorgeous museum for fans of all ages and levels of interests. It is full of images and videos and interactive exhibits that …",5.0
The Walt Disney Family Museum,Vivienne Gao,4,Mar 2019,A must go place for Disney enthusiasts! Learn about the history of Mr. Walt Disney and his  company.,5.0
The Walt Disney Family Museum,David Nakamura,39,Jan 2023,"Loved it! Spent hours reading about animation, Walt and Mickey.",5.0
The Walt Disney Family Museum,Maurie Cunningham,1 review,Mar 2018,"if you love Disney or even like it a little, you definitely should come see this museum the magic is real!!!! :)",5.0
The Walt Disney Family Museum,JP VANDERKOK,75,Mar 2022,You will be amazed how much info & hands-on interactive displays they have in this modest non-descript brownstone building . i was blown away by the amount of information given in an entertaining format ... & was swept away in my …,4.0
The Walt Disney Family Museum,Zoltan Fazekas,36,Mar 2017,As Disney cast member I really can recommend this museum. Lots of history if u are a Disney fan.,5.0
The Walt Disney Family Museum,DJ Sounds,26,Mar 2020,"As I am a huge fan of anything Disney, this was a perfect experience for any Disney fan alike. Getting to see a real history of Walt and his family on how he really came about was great. Also seeing real artifacts from not only what Walt …",5.0
The Walt Disney Family Museum,Stephanie Felix,18,Mar 2020,"I appreciated the parking since that’s usually an issue when coming to SF. The museum itself was plentiful! Lots to see, hear, and some interactive pieces.",4.0
The Walt Disney Family Museum,Efraim Petel,200,Mar 2017,Visited the Presidio and took advantage of the free shuttles that run around in 3 routes. Stopped at the Disney museum and loved its coffee shop.,4.0
The Walt Disney Family Museum,Alicia Tucker,128,Mar 2019,Not a place for little kids. Very interesting and informative. Great exhibits! Nice gift shop too!,4.0
The Walt Disney Family Museum,carlos Chávez,231,Jun 2022,amazing experience visiting Walt Disney museum,5.0
The Walt Disney Family Museum,Joseph Eck,134,Mar 2019,"One of the best, most engaging museums I have ever been to!",5.0
The Walt Disney Family Museum,Elizabeth Bremberg,26,Mar 2018,"Definitely a great place to learn more about Walt Disney and his path along his animation journey. Not oriented towards young children, but still worth a visit.",4.0
The Walt Disney Family Museum,Antonio Martinez,41,Mar 2022,"Place was fantastic! So much history and a better understanding from start to now! Definitely recommend for people who want to know history behind Walt Disney. Do understand it's not a place full of Disney kid stuff, is a museum full of …",5.0
The Walt Disney Family Museum,Aaron Uentillie,77,Mar 2022,"It is very very detailed. It is very very beautiful.
But I don't care about all the other previous Disney family members before Walt. And that info is very very very very detailed. …",3.0
The Walt Disney Family Museum,Amit Sen,109,May 2022,"It is a decent place for Walt Disney fans. Unfortunately, it is also an over expensive place based on what it offers. However the location is really great, and there are plenty of places in and around for good food and sight seeing!",3.0
The Walt Disney Family Museum,Ash H,41,Mar 2020,"This place is AMAZING. If you love Disney it's a must see. I would say it's not meant for kids, more adult oriented. They tell you it'll take about an hour and half to get through, I was there for three hours and probably could have spent …",5.0
The Walt Disney Family Museum,Jodi Fernandez,18,Mar 2022,"100% the highlight  of my birthday  trip in San Francisco!! I am a Disney fan, already know some of the production details and history around Disney and learned SOOOO much more! The museum is well set up, with tons of audio, video, …",5.0
The Walt Disney Family Museum,Melissa Eichmann,2,Feb 2023,"Fun. Although we came her eon busy hours, it was a lot of fun.",4.0
The Walt Disney Family Museum,Heather Murrie,58,Mar 2022,Really cool museum. You learn about the Disney family and Walt Disney's life. Be prepared to spend about 2 hours or more here if you read everything. The only reason I'm giving this 4 stars because we did not know we needed a reservation …,4.0
The Walt Disney Family Museum,Christopher Frasher,49,Jun 2022,What a wonderful experience periods if you go plan on spending a minimum of 5 hours we weren't able to shop in the gift shop because it was closing when we got throughthe lookingateverything. We'll go back,5.0
The Walt Disney Family Museum,Alastair Mottram,235,Mar 2020,"Fun and interactive exhibition of Walt Disney's life, movies, theme parks and achievements.",5.0
The Walt Disney Family Museum,Traci Tritsaris-Fox,15,Mar 2019,"Loved it. I thought it was fascinating reading the history & timelines. Hearing Walt’s voice throughout the entire building.
Really well laid out. Beautiful time pieces & artwork. Detailed info. …",5.0
The Walt Disney Family Museum,Noelle Pike,175,Mar 2022,Always fantastic to visit the family museum! Such an inspirational life story and told so well by all the artifacts collected throughout Walt's life and then some. This is a magical must see collection.,5.0
The Walt Disney Family Museum,Nitul shah,30,Mar 2020,"Beautiful view. A refreshing place to be at. Good restaurants around, and good view points to take photos from",4.0
The Walt Disney Family Museum,Cami Cipolla,46,Mar 2020,"This museum is so immersive! It is curated so well, designed to educate and entertain all ages. Plan to spend a couple hours and definitely see the special exhibits!",5.0
The Walt Disney Family Museum,Jason Maxwell,66,Mar 2020,"Great museum, learned allot about Walt and the family.  Very large, lots to see, very well curated.",5.0
The Walt Disney Family Museum,Kar K,14,Mar 2022,"My partner and I couldn’t believe how insightful and beautiful this exhibit was. We left feeling inspired, and uplifted, soon after excited to share our experience with all our local SF friends. Note: If you’re the type of person who has an …",5.0
The Walt Disney Family Museum,Jeremy Johnson,25,Mar 2020,"You will not find a more dynamic and entertaining museum experience. This museum focuses on Walt Disney's youth, his innovations in early animation, the rise of Disney feature films, and the creation of Disneyland. …",5.0
