platform,attraction,review,rating,datecolumn,coordinates
TripAdvisor,Asian Art Museum,"This museum contains many beautiful & treasured museum pieces from different countries in Asia. There is always a special exhibit that comes with admission price; no separate fee to see these exhibits. My last visit was to view the Emperor's treasures, with famous pork belly stone. The museum was the original SF Main Library until the current SF Main library was built a block away. This building allows more exhibit space=more pieces to be viewed and enjoyed. The gift shop is brightly lit and nice to browse thru. Restrooms are clean. There is a small cafe on the first floor. Tip: on Thursday's at 5pm, the admission is $5.00, allows one to enjoy the museum until closing at 9pm. What a deal!",5.0,"Oct, 2016",
TripAdvisor,Asian Art Museum,The Asian Art Museum was fantastic. They currently have a spectacular exhibit on Chinese Tomb Art. Make sure that you take a guided tour (free with admission) to ge the most of the display. We enjoyed it so much we reviewed the exhibit again on our own before taking a lunch break in the cafe. The food was fantastic and reasonably priced. We spent the next few hours exploring the museum collection. It was an incredible day out of the rain.,5.0,"Feb, 2017",
TripAdvisor,Asian Art Museum,"Among all art museums I visited in SF, Asian Art Museum is the most iconic and has the most comprehensive collection. I am just wondering, how they manage to have so many ancient collections from foreign countries.",5.0,"Feb, 2017",
TripAdvisor,Asian Art Museum,"Although the area we had to walk through to get to the museum was scary, the museum itself felt safe. There were many exhibits, all fantastic. My 15 year old got a bit restless. We took many photos( no flash).",5.0,"Feb, 2017",
TripAdvisor,Asian Art Museum,"My husband and I have been members since the opening of the Asian. We love the special exhibits, such as the treasures from the Taiwan Museum, the Larry Ellison on loan of his Japanese art. The permanent collection also represents the art and history of many Asian cultures. The museum store reflects the Asian treasures and has a nice collection of art books and music. The museum restaurant has a very efficient service. The food is delicious.",5.0,"Nov, 2016",
TripAdvisor,Asian Art Museum,This is a very different collection. Would definitely recommend visiting and paying the extra $ to see the Tomb Treasures exhibit if it is still available.,5.0,"Feb, 2017",
TripAdvisor,Asian Art Museum,"Formerly the San Francisco Main Library, the building houses (for several years now) the Asian Art Museum, which had been located in Golden Gate Park, next to the deYoung Museum. While convenient to the other attractions in the Park, the old museum was in need of extensive upgrades, and took advantage of the library's move to a new home. It's helped revitalize the City Hall neighborhood.",4.0,"Jan, 2017",
TripAdvisor,Asian Art Museum,"Solo había visto muchos de estas piezas de arte asiática por la televisión y es realmente padrísimo verlas en vivo, el museo es hermoso y tiene una museografía digna, hay dos tipos de cover uno para verlo de manera completa y otro ""solo"" las salas permanentes no incluyendo las salas temporales, depende de ti, pero yo tuve perfecto con las salas permanentes. Arte en toda la expresión de la palabra.",5.0,"Oct, 2016",
TripAdvisor,Asian Art Museum,"this is a great option. the building itself is beautiful, because it once was the principal san francisco library. the collection is extensive. the cafe presents a good dining option.",5.0,"Feb, 2017",
TripAdvisor,Asian Art Museum,"The collection is quite small and not comparable to the NYC Metropolitan Museum or even the Norton Simon for the quality of the collection, IMHO, but it is nevertheless enjoyable. Don't skip lunch - they have a very good restaurant on the ground floor that serves an excellent cafeteria style lunch.",3.0,"Jan, 2017",
TripAdvisor,Asian Art Museum,"Incroyable collection qui s'étend sur deux niveaux. Au milieu des pièces antiques, quelques installations contemporaines, comme les céramiques japonaises contemporaines.",5.0,"Jan, 2017",
TripAdvisor,Asian Art Museum,"We started at the top floor, and worked our way down to the ground floor (Rama Epic). The extensive collection encompasses India, China, Korea, Persia (Iran), and other regions in Southeast Asia and Central Asia. It is interesting to see how much trade and cultural exchanges across various regions of Asia since ancient times have influenced art and society all over Asia and beyond. The interplay of religion and culture is also evident throughout the history of the various regions' displays, and gives one hope that mankind can thrive despite religious distinctions and national feuds.",5.0,"Dec, 2016",
TripAdvisor,Asian Art Museum,The Rama exhibit was quite informative and a tour de force. The depth and diversity as well as clarity of message put forward by the exhibit made it possible to better understand some of the resident exhibits. In some cases I think exhibits that are part of the SF Asian Art Museum could be better described in light of experiencing the visiting exhibit.,5.0,"Dec, 2016",
TripAdvisor,Asian Art Museum,"The Rama Epic at the San Francisco Asian Art Museum is a must see. Plan your time to take both the docent tour and the audio headphone tour. ( Spoiler alert, but good to know, the galleries present from the view of the epics major characters.) The art work on display is outstanding. A highlight are the video presentations from popular culture performances of the Rama Epic. You will leave with a warm understanding of the epic but still processing everything you have seen and heard. I have visited twice to appreciate the complexity of the story and the breath of the collection presented for the exhibit. Ends January 15, 2017",5.0,"Dec, 2016",
TripAdvisor,Asian Art Museum,"Não estava na minha lista de planos para a cidade mas passando por ele resolvi entrar, me surpreendi positivamente muita coisa interessante mas não é imperdível como lombard street, cable car, golden gate bridge e alcatraz.",4.0,"Dec, 2016",
TripAdvisor,Asian Art Museum,"I enjoyed the museum mostly because I went on free admission day. I don't think the constant collections warrant the price of a ticket. History is shown most through artifacts like pots/pans, many many pots and pans. The layout of the museum is odd so do not be fooled by the giant staircase that takes you to the upstairs exhibits, there are more exhibits reached by entry near the cafeteria.",4.0,"Nov, 2016",
TripAdvisor,Asian Art Museum,"Great place. free entrance, a bit short, but explained well the",4.0,"Nov, 2016",
TripAdvisor,San Francisco Botanical Garden,A unique area within Golden Gate Park offering both landscaped & open spaces garden with 8000 plants from around the world.,4.0,"Jul, 2022",
TripAdvisor,San Francisco Botanical Garden,"Because we are a member of the American Horticultural Society many of the entry fees for gardens and such are waved so we decided to check this one out since we were near the Palace of Fine Arts. I was not expecting it to have as many diverse areas with paths that meander through the park. It was absolutely stunning and well worth our time, even if we would have paid an entrance fee. There was a lot of wildlife as well as quite a few plants we had never seen, including some new to us species of Calla Lilies. The paths are dotted with places to sit and it's really peaceful for being so close to the city, we spent quite a bit longer than we planned because we enjoyed it so much.",5.0,"May, 2022",
TripAdvisor,San Francisco Botanical Garden,"I am an amateur photographer but it is one of my favorite hobbies in the world. On this trip, I wanted to avoid shooting the Golden Gate Bridge or the city skyline again. Perhaps it is because I am my mother’s child, but I love shooting flowers and gardens in particular. On this trip, I selected the SF Botanical Garden and Japanese Tea Garden as an opportunity to spend some quality time outside, see a different side of the city, and snap some photos. As we walked through the gardens, the stillness of the space blew me away. It felt serene, and as if we were miles away from the city. I do not know if my photos are any good, but I left those spaces relaxed and filled with joy.",4.0,"Aug, 2022",
TripAdvisor,San Francisco Botanical Garden,"I went to San Francisco botanical garden 7 times. Today it make my 8th time. Although it has light drizzle. It was so wonderful to come the garden again. I felt was in Brazil’s rain Forest. In 55 acres, you will see over 8000 different plants. And they are from all over the world. The tall great iconic tree in the front. And great pond towards the back and water fountain in the middle. I also saw teacher conducting class with young students in the park. The ducklings, geese, and birds are all friendly when I got near them, they don’t fly away and kept eating their food. They call this a interactive garden, I say they are right on. 1 minute you are in Asian garden, the next you wound up in Africa, and New Zealand.",5.0,"Nov, 2021",
TripAdvisor,San Francisco Botanical Garden,"IF you're thinking of visiting the arboretum and you can come between Sept. 16 -20, 2022** you'll be treated to something unique and beautiful. It's called ""Flower Piano.""",5.0,"Feb, 2022",
TripAdvisor,San Francisco Botanical Garden,"First time I've been to the Botanical Garden. Very well organized and amazing diversity. We went mid week so it wasn't so crowded and check to see times when there is no entry fee, we arrived too late for free entry unfortunately. Must see in SF.",5.0,"Apr, 2022",
TripAdvisor,San Francisco Botanical Garden,The most beautiful park in San Francisco! I couldn’t believe I had not been there in my 15ish visits. Started there early to get a good walk in before museums to be surprised that it is free from 7:30 to 9 am. The grounds were well maintained and a great assortment of different areas. Lots of locals running or on morning walks. Even for December there was much to take in. A top memory of my visit!,5.0,"Dec, 2022",
TripAdvisor,San Francisco Botanical Garden,We went in February which only the magnolias were in bloom. It’s a great spot to relax and walk around with some calm space. I wouldn’t recommend going in February if you like taking photographs of plants/flowers or even seeing flowers for that matter.,3.0,"Feb, 2020",
TripAdvisor,San Francisco Botanical Garden,"This is a beautiful and diverse botanical garden. There is just so much to see here in this large (55 acres) area in Golden Gate Park. With 9,000 different plants from around the world, it is impossible to see everything in a couple of hours but it is very possible to enjoy this place.",5.0,"Aug, 2022",
TripAdvisor,San Francisco Botanical Garden,Hard to believe there is such a beautiful garden smack-dab in the middle of a big city! I visited in mid-spring and the flowers were in full bloom. The garden is organised by country/region where the vegetation is found or native to but the signs are extremely confusing. The map is not to scale either! These are some improvements the management could make.,4.0,"May, 2022",
TripAdvisor,San Francisco Botanical Garden,This will be on of the stops in your Tour or Hop on Hop off bus. Keep about an hour to explore all the things in and around the garden.,5.0,"Feb, 2020",
TripAdvisor,San Francisco Botanical Garden,This will be on of the stops in your Tour or Hop on Hop off bus. Keep about an hour to explore all the things in and around the garden.,5.0,"Feb, 2020",
TripAdvisor,San Francisco Botanical Garden,"This is a beautiful botanical garden. It is separated into different zones, all of them different and inspiring. We spent about two hours wandering the paths, enjoying this peaceful environment. The paths are nothing more than gentle slopes and all re paved. So, it's safe for all ages and abilities. Bring a picnic and a blanket, leash up your furry best friend and have a terrific day.",5.0,"Jan, 2022",
TripAdvisor,San Francisco Botanical Garden,Freaking amazing botanical garden. Tons of variety in an easily walkable space. My favorite is the garden of fragrance. I visited on a cool November afternoon. I recommend the San Francisco botanical garden for tourists and locals.,5.0,"Nov, 2022",
TripAdvisor,San Francisco Botanical Garden,This garden inside the Golden Gate Park is huge. You will need several hours to see it all. The park is divided into geographic regions and they are all interesting. We particularly enjoyed the Ancient Plants.,5.0,"Feb, 2020",
TripAdvisor,San Francisco Botanical Garden,"Una caminata para disfrutar y relajarse. Mezcla de perfumes y colores. Con muchos lugares para sentarse, conversar, descansar, leer o meditar. Totalmente recomendado.",5.0,"Jul, 2022",
TripAdvisor,San Francisco Botanical Garden,It is not a Kew in London or Royal Gardens in Burlington ON,2.0,"Jul, 2019",
TripAdvisor,San Francisco Botanical Garden,"Fuimos justo cuando estaban floreciendo los magnolios, es un jardín precioso, imperdible, fuimos con mi marido y nuestras 4 hijas pequeñas y lo disfrutamos mucho. Es un paseo que dura una hora aproximadamente y además puedes ver muchas ardillas!",5.0,"Feb, 2017",
TripAdvisor,San Francisco Botanical Garden,,3.0,,
TripAdvisor,San Francisco Botanical Garden,Try to find a time when a docent can show you around as there are lots of unusual plants and trees here that need to be explained. This place is beautifully landscaped a real gem.,5.0,"Feb, 2020",
TripAdvisor,San Francisco Botanical Garden,I had never been to the Garden before our visit to see the magnolia blooms. They were magnificent and so many varieties. I can’t wait to return and to do a full moon walk when they have one.,5.0,"Feb, 2020",
TripAdvisor,San Francisco Botanical Garden,"On a beautiful, sunny day and after days of walking around the city, we went to this park and found an outstanding place to relax, enjoy the gardens and take a break from hectic days. Very old, gorgeous trees that rise in the middle of the garden are just beautiful to see. Walk leisurely, sit near one of the ponds and watch the genes come out and stroll in the garden. It is not crowded at all and it feels you have the whole garden to yourself. Well worth visiting while in Frisco.",5.0,"Oct, 2019",
TripAdvisor,San Francisco Botanical Garden,How well kept are these grounds. Whilst there was a charge to enter it was worth it. So many different parts to visit.,5.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,"I enjoy visiting - and have visited many - botanical gardens. I last saw San Francisco's many decades ago. In visiting the city for a day in late October, I made it a point to drop in for a few hours. What I saw was disappointing - but only compared with expectations. Given the individual, corporate and foundation money that is lavished on the city's cultural landmarks, I would have expected much better care, labeling, and diversity. I spent most of my time in the 'California Native' garden which was plagued with missing markers and beds that left me confused about what I was looking at. If you have high standards in things botanical, prepared to be disappointed.",4.0,"Oct, 2019",
TripAdvisor,San Francisco Botanical Garden,"Wow is all I can say, this was an incredible garden. 5 greenhouses that highlighted different plants. So beautiful - really enjoyed it.",5.0,"Oct, 2019",
TripAdvisor,San Francisco Botanical Garden,"My husband and I saw the San Francisco Botanical Garden as part of a tour. We loved how diverse the different gardens were. Our favorites were the Ancient Plants and Moon Viewing Gardens. It was so interesting to see such ancient plants and to learn their time period of origin. Our visit was so peaceful and there were so many gardens to see and take in. The admission was reasonable, but we were able to walk in for free because we did do before 9am (though, residents are always free).",4.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,"This charming botanic garden is well preserved, with a separated entrace ( with fees for people who does not live in SF) is very nice. Most plants do have a placard with their names...lots to learn.",5.0,"Aug, 2019",
TripAdvisor,San Francisco Botanical Garden,We caught a local bus to the Botanical Gardens which are in Golden Gate Park. There are various food outlets across the road but none in the Gardens. We thoroughly enjoyed wandering around all the different areas of the Gardens & would highly recomment it if you have exhausted all the usual tourist attractions.,5.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,Nice stroll around here and also quite sheltered if it’s a windy day. Unfortunately there weren’t many flowers in evidence in August.,3.0,"Aug, 2019",
TripAdvisor,San Francisco Botanical Garden,"World class garden. Free for locals but they charge for non-locals. A little disappointing for us. Maybe the wrong time of year but not very many flowers. Various eco-systems to walk through. Great if you are local and visit numerous times, but if you area tourist with limited time, not worth it (in my opinion)",4.0,"Aug, 2019",
TripAdvisor,San Francisco Botanical Garden,"i live nearby and am able to go in for free as an SF resident, so I get to visit all year round. And all year round this place is so tranquil and soothing. It is definitely a must visit if you are in the area. Once a year they also do a piano fund raiser musical event, where they place pianos all through out the gardens for anyone who is brave enough to tinkle the keys! It is quite spectacular to hear such lovely (and not so lovely lol) music drifting through the magical pathways of the gardens, Definitely worth the price of admission if your not so lucky to be a SF resident. Hey we gotta get perks somewhere with the high cost of living we have here right?",5.0,"Dec, 2018",
TripAdvisor,San Francisco Botanical Garden,Great stop. Lots to see. Admission for families is very reasonable. The kids loved it. When we were there they had piano's throughout the garden that people would sit and play. It added to the tranquillity of the garden.,5.0,"Jul, 2019",
TripAdvisor,San Francisco Botanical Garden,One of the best botanical gardens we have visited — on a par with Kew Gardens in London. The succulent garden was particularly special.,5.0,"Jul, 2019",
TripAdvisor,San Francisco Botanical Garden,"Lovely place. ""Adorei"" as we say in Brazil but I was lucky to be there on a day when entry was free. Otherwise, a visit to the Golden Gate Park with its undoubted but expensive attractions - like the De Young or Japanese Garden or Modern Art Museum can put a hole in your wallet. Check out the free days.",4.0,"Jun, 2019",
TripAdvisor,San Francisco Botanical Garden,"There is a lot to see at the gardens, at first I thought it was just greenery but as you walk in the different sections it is so beautiful and tranquil.",5.0,"Jul, 2019",
TripAdvisor,San Francisco Botanical Garden,It cost 9.00 for adults and 6.00 for seniors for admission. Nice place to walk in near quiet conditions.,4.0,"Jun, 2019",
TripAdvisor,San Francisco Botanical Garden,"Wow, what a gem! Went on a Sunday mid morning in the summer and found an incredible escape from the city...safe though since you have to pay $9 admission (though free admission if you are a member of Filoli Estate in Woodside on the Peninsula.)",5.0,"Jun, 2019",
TripAdvisor,San Francisco Botanical Garden,"I accessed the gardens via the Hop on/off bus. The gardens are extraordinarily beautiful, diverse and lush. An entrance fee of $9 is payable for adults and definitely worth it.",4.0,"Apr, 2019",
TripAdvisor,San Francisco Botanical Garden,"Beautiful gardens. It was so peaceful. We went early to get in free-enter through the north gate before 9 and you don't have to pay. Less crowded at that time too. We spent about an hour here, could have stayed a bit longer",4.0,"Apr, 2019",
TripAdvisor,San Francisco Botanical Garden,"The gardens which cost $8 to enter are opposite the Japanese Tea Gardens and similar insofar as they are a good place to unwind.... unless you are a mole. I couldn't believe my eyes as this Great Blue Heron speared and ate 3 moles in 10 minutes. The poor things were below the surface and probably thought they were safe. Apart from that there were plenty of interesting trees, shrubs, and flowers to admire. We returned via a lake which had dozens of terrapins in it and the heron which had returned from its feast. See photos.",4.0,"Apr, 2017",
TripAdvisor,San Francisco Botanical Garden,"Es un jardín botánico muy lindo, colorido, grande, con muchas variedades de plantas, se encuentra en el Golden Gate Park, y se puede pasar el día allí o la tarde disfrutando de un picnic o simplemente admirando el lugar y relajarse bajo el sol,",4.0,"Sep, 2015",
TripAdvisor,San Francisco Botanical Garden,"espectacular!!! te deja con la boca abierta! árboles chicos, grandes, verdes, rojos, amarillos, etc. El mejor jardín botánico que he visto. super relajante, lo tienen super bien cuidado",5.0,"Aug, 2015",
TripAdvisor,San Francisco Botanical Garden,"I happened by the Botanical Garden as I walked from my car to the De Young Museum, and saw a sign for a free docent tour a couple hours later. It was a beautiful day, so I said, why not? It is a spacious garden divided into plants from different parts of the world, really lovely. Even in March, lots of flowers and scents. The one-hour docent tour was excellent, just about 10 people, with a guided stroll, lots of commentary and explanation, and answers to all our questions. There was also a small shop, with an excellent variety of plants for sale at really low prices, mostly $4 to $12 or so. I bought four different flowering plants, since my car was so nearby. I always say, if you have to be addicted to something, better small plants than heroin, alcohol or tobacco, no? A beautiful couple of hours for nature lovers.",5.0,"Mar, 2015",
TripAdvisor,San Francisco Botanical Garden,The $7 entrance fee here is a ripoff!,1.0,"Feb, 2015",
TripAdvisor,San Francisco Botanical Garden,Read more,4.0,,
TripAdvisor,San Francisco Botanical Garden,"We recently spent a morning in Golden Gate Park and visited the San Francisco Botanical Garden (US$7 per adult), which is located off Martin Luther King Jr. Drive (9th street – as you enter of the park). We enjoyed our 75-minute visit to this 26-acre garden, finding it quiet, tranquil and a well-maintained area, offering a chance to see a diverse range of vegetation and flowers.",3.0,"Sep, 2012",
TripAdvisor,San Francisco Botanical Garden,"Written August 25, 2010",2.0,,
TripAdvisor,San Francisco Botanical Garden,,5.0,,
TripAdvisor,San Francisco Botanical Garden,,5.0,,
TripAdvisor,San Francisco Botanical Garden,"My boyfriend and I are interested in plants from all over the world, so this part of Golden Gate Park was amazing! We parked farther afield and walked in, so we didn't have any trouble with parking (it was free, too!). The plants were organized by region, but even with the map it was very easy to get lost. Fine for us - we just enjoyed! The fragrance garden was a definite highlight. However, if you aren't into plants, it's little more than nice walking paths. (Also, if you have kids, definitely teach them how to read a map, it's very easy for a kid to get lost in here)",4.0,"Nov, 2020",
TripAdvisor,San Francisco Botanical Garden,"I went to the Botanical garden in March. On Tuesday, the entrance was free. What I liked was such a variety of plants from all over the world and a lot of information about them,",5.0,"Mar, 2020",
TripAdvisor,San Francisco Botanical Garden,"It is a large park, very large park very well maintained, we had taken a beautiful walk and we had never seen gardeners",5.0,"Aug, 2020",
TripAdvisor,San Francisco Botanical Garden,現地の人は、割引かただになるようです。。うらやましいです,4.0,"Jan, 2020",
TripAdvisor,San Francisco Botanical Garden,"it is a very large park well located,",5.0,"Jan, 2020",
TripAdvisor,San Francisco Botanical Garden,I visited the garden on 2nd tuesday and was pleasantly surprised that it was free for all.,5.0,"Mar, 2020",
TripAdvisor,San Francisco Botanical Garden,"There are plants from all around the world here. SF's climate is such that you can see plants from new zealand, africa, chile, etc that could never grow outside elsewhere in America. It's an affordable, unique experience. And it has neat hiking paths in the park. Best to do this slowly and take in all the rare plants!",5.0,"Mar, 2020",
TripAdvisor,San Francisco Botanical Garden,"If you like nature, do make it a point to visit the San Francisco Botanical Gardens. A beautiful place spread over 55 acres. Budget at least 2-3 hours for the visit if you are to do any justice to it. there is much to see and admire. There are different sections interspersed with lawns, gardens, water bodies, and fountains. It is an extremely peaceful place which we enjoyed immensely. Incidentally, I got a concession in the entry fee for being a Senior Citizen.",5.0,"Dec, 2019",
TripAdvisor,San Francisco Botanical Garden,These gardens are truly special and worth a couple of hours to explore as they are full of unusual plants and flowers. Come on a sunny day.,5.0,"Feb, 2020",
TripAdvisor,San Francisco Botanical Garden,"My wife and I recently became members of the Botanical Gardens and have gone back a few times. It is a very lovely setting that is extremely well maintained. A great place for a picnic. They offer night tours as well as other various tours. There are plants and flowers fro all over the world. Parking can be tough, but there is a lot near the Academy of Sciences that is about a 10 minute walk away. You will be walking around, so where appropriate shoes and wear layers as you will be in an area where in can get foggy in a hurry.",5.0,"Jan, 2020",
TripAdvisor,San Francisco Botanical Garden,"at $9 weekday $12 weekends lovely open space in nice surroundings although not sure why you would pay just for space when within the lovely GG park. As a botanic garden it is not the best, as an Arboretum it does have some great specimens.",3.0,"Feb, 2020",
TripAdvisor,San Francisco Botanical Garden,"Der Garten war selbst im Winter abwechslungsreich und sehenswert. Wer eh im Golden Gate Park unterwegs ist, kann hier auf jeden Fall mal vorbei schauen.",5.0,"Jan, 2020",
TripAdvisor,San Francisco Botanical Garden,"es fehlte die Zeit ausgiebig zu erkunden. Wen wir wieder mal herkommen, würden wir hier einen Schwerpunkt setzen.",4.0,"Nov, 2019",
TripAdvisor,San Francisco Botanical Garden,Even in winter this park was lovely. It's great to get away from the hustle and bustle and have a walk through the park,4.0,"Jan, 2020",
TripAdvisor,San Francisco Botanical Garden,This can get crazy crowded but it is still worth the visit and strolls.,5.0,"Dec, 2019",
TripAdvisor,San Francisco Botanical Garden,we were not here very long but took a day stroll its a marvelous place to be seen we suggest going early lots of people were there in the evening,5.0,"Jan, 2020",
TripAdvisor,San Francisco Botanical Garden,"Eu diria que é um grande jardim, com plantas nativas e exóticas, bom para um passeio ou um momento de relaxamento.",3.0,"Jan, 2020",
TripAdvisor,San Francisco Botanical Garden,"The garden houses plants from around the world.Special collection of rhododendrons,magnolias,succulents.Notable being cloud forests of Southeast Asia ,wander gardens of flora from Chile.it is a lovely place to spend some time.",4.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,"Gorgeous gardens, a serene oasis in the middle of the city. The gardens along with the adjoining Japanese Tea Garden and Academy of Science create a precinct of tranquility that helps make beautiful San Francisco one of the most liveable cities in the world.",5.0,"Nov, 2019",
TripAdvisor,San Francisco Botanical Garden,"This large garden is split into many zones - South Africa, Australia, New Zealand, Mediterranean, California woods, etc. Since it was November not many flowers were blooming but the grounds are serene and well cared for.",5.0,"Nov, 2019",
TripAdvisor,San Francisco Botanical Garden,The San Francisco Botanical Garden in Golden Gate Park is a jewel! Hard to believe it is man-made. We particularly enjoyed playing a quick game of Scrabble after a brief stroll. Many thanks to volunteer Gary at the front kiosk for his friendly smile and park information.,5.0,"Nov, 2019",
TripAdvisor,San Francisco Botanical Garden,"We took a guided tour through the gardens as the sun went down. The expert guide was in fact a real expert. It was not what we thought - once the sun went down it was colder than we thought it might be and it was a little bit harder to see the plants in their best ""light"". As a non-gardening person with little or no real interest in anything that cannot be eaten or cooked straight from the ground or tree, I thought I might get really bored really quickly. I was not. Halfway along we got a warm drink and a loo break. Perfect!",5.0,"Oct, 2019",
TripAdvisor,San Francisco Botanical Garden,En medio de la ciudad un paseo hermoso y mantenido en forma impecable. Para un día de disfrute y tranquilidad.,5.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,"Our driver on the San Francisco LOVE Bus Tour recommended this Botanical Garden. He said it was one of the best in the country and that if he had out-of-town guests visiting, that is where he would take them. He was right. We saw trees and plants we had never seen before from all over the world. So interesting and lovely! We HIGHLY recommend a visit!",5.0,"Oct, 2019",
TripAdvisor,San Francisco Botanical Garden,Located in the Golden Gate Park it is a nice option to extend your visit to the Botanical Garden. The place has interesting thematic gardens and natural preserved trees.,4.0,"Oct, 2019",
TripAdvisor,San Francisco Botanical Garden,"Svi bi voleli da imaju svoj central park mpa i SF, uredno i lepo sredjeno, ovde se odrzavaju i veliki koncerti pored svakodnevnog uzivanja gradjana i turista u carima priprode",5.0,"Aug, 2019",
TripAdvisor,San Francisco Botanical Garden,"Spent a wonderful morning here. Plants from many parts of the world, very peaceful layout. Lots of small paths, even though a fair number of people were in the park it was not at all crowded. Can get lunch on 9th street just a block away.",5.0,"Oct, 2019",
TripAdvisor,San Francisco Botanical Garden,"We recently attended a lovely wedding at the Garden. We did have the opportunity to walk around before hand. I enjoyed the large, fairly quiet open space in the middle of a bustling city. I look forward to returning on our next trip.",5.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,Forget about parking close by!,2.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,"There are gardens representing New Zealand, Australia, South Africa and more. I loved our mornin spent here.",5.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,This scenery is beautiful to look at - just to simply have a picnic in the grass - you can smell the nature and freshness that surrounds this park,5.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,Un très beau jardin très varié et qui permet de s'évader de la ville tout en restant en plein coeur.,5.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,we strolled in the garden enjoying the redwood trees and all the plants that we saw. enjoyed the explanation how this garden was built.,4.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,ボタニカル・ガーデンですので、いろいろな種類の植物が見られました。かなり珍しいものもあるのでは。場所も便利。,4.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,"We had a great visit, and thought it was excellent value for money. Really lovely walk around, lots to see. However, as we visited in September, a lot of flowers were gone and a few things were dying off. I'd love to go back in Spring.",4.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,"A surprising variety of plants from around the world thrive in the San Francisco environment, and many of the displays are informative. An enjoyable 2-3 hour walk.",5.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,"The garden is large and divided by different regions of the world. There were very nice parts in the garden, but also untreated parts that required gardening. There are many areas that lack seating areas",3.0,"Aug, 2019",
TripAdvisor,San Francisco Botanical Garden,"bastante grande, demanda algum tempo para conhece-lo. Muito bem cuidado, você esquece que esta na cidade grande. Com bastantes bancos pra sentar e curtir o local",3.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,"Un museo natural. Un lugar de paz y belleza natural dentro de este gran parque. Nos agradó mucho ver los Redwoods Coast que son las suquoias que crecen a lo largo de la costa y son las mismas de Moir Woods. Gran variedad de plantas y árboles. Para quienes disfrutan la naturaleza y no quieren o no tienen tiempo de alejarse de la ciudad, este lugar es altamente recomendable.",5.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,"Vi hade inga direkta förväntningar när vi gick dit, men vi stannade i tre timmar. Det är en stor park som erbjuder en mängd av växter. Rekommenderas också bara för den som vill njuta av naturen utan stress.",5.0,"Nov, 2018",
TripAdvisor,San Francisco Botanical Garden,"Nosotros no llegamos a entrar porque $6 por adulto nos pareció caro, pero paseamos por el exterior. Tiene baños abiertos al público por si te hace falta usarlos.",3.0,"Sep, 2019",
TripAdvisor,San Francisco Botanical Garden,"Just amazing! This place is really beautiful, I truly recommend to go early in the morning, then you can enjoy better everything",5.0,"Jul, 2019",
TripAdvisor,San Francisco Botanical Garden,Interesting botanical collection with meandering paths to explore - lots of information on signs throughout and plenty of benches to rest weary feet- just need a good cafe and this would be so much better,4.0,"Aug, 2019",
TripAdvisor,San Francisco Botanical Garden,"Non ostante le cose da far a San Francisco siano davvero parecchie, noi abbiamo deciso di dedicare mezza giornata alla visita di questi giardini e del giardino Jap: entrambi bellissimi.",5.0,"Jul, 2019",
TripAdvisor,San Francisco Botanical Garden,"We enjoyed our visit to the gardens. They are not huge vs. others I've been to but they only charged $9 to get in (free to SF residents). There was a great variety of plants and i thought they had them arranged and layered wonderfully throughout the gardens. I especially liked the ancient plants section and the redwoods (which aren't giant by redwood standards but still large). They had a lot of large cypress throughout the gardens and some of my other favorite trees such as Katsura, Magnolia, and Norfolk Pine. And there were several other trees that were quite interesting that I had never seen before in the varoius sections that highlight plants from other parts of the world. I may have missed some parts, but there seemed to be less flower gardens than some other gardens I've been to with more emphasis on trees and flowering shrubs. Maybe it was just the time of the year. Also, there were several parts of the gardens that were quite fragrant. Definitely worth a visit.",5.0,"Aug, 2019",
TripAdvisor,San Francisco Botanical Garden,I lived across from the park in my grad school days and often studied at the garden. I still love to wander its peaceful paths.,5.0,"Aug, 2019",
TripAdvisor,San Francisco Botanical Garden,I lived across from the park in my grad school days and often studied at the garden. I still love to wander its peaceful paths.,5.0,"Aug, 2020",
