attraction,username,city,country,contribution,title,month,year,review,rating
Japanese Tea Garden,Erik Haere,None,None,Norway16,Nice garden,Jul,2019,Nice place to visit - if you have an our or two.,3.0
Japanese Tea Garden,Barb B,Mequon,WI2,3,Lovely Spot,Jul,2019,"The Tea Garden is lovely. We grabbed a cup of tea to go from the tea house and walked around. The garden is small which is why they don't offer a free map when you purchase your ticket. I believe admission was $9. A bit high for the experience, but we enjoyed the beauty of the garden. Worth visiting as part of your stroll through the Golden Gate Park.",4.0
Japanese Tea Garden,Jamoperth,Mount Pleasant,Australia11,1,Site seeing in San Francisco,Jul,2019,"We had a few hours spare and a friend recommended we visit the Golden Gate Park and Japanese’s Tea Garden. It was a nice excursion from the city centre and obviously very popular with locals, as the traffic was very busy. We took an Uber and walked into the park. The park and museum was interesting, but not really a hit with our teenagers. If you are into gardens, well worth a visit.",4.0
Japanese Tea Garden,Fab D,Plaisir,France33,0,Bel endroit,Jul,2019,Déambulation et découverte de points de vue japanisants. Vaut le coup d'oeil. Entrée à prix correct pour San Francisco : 9$ et 7$ pour les moins de 18.,4.0
Japanese Tea Garden,VICTORMUNTANE,Naples Park,FL48,5,Una delicia,Jul,2019,"Un lugar lleno de paz, tranquilidad y estilo. Realmente los japoneses han sabido desarrolar el arte en los jardines y este es una joya dentro del sin igual dentro del Golden Gate Park",4.0
Japanese Tea Garden,Rib1200,None,None,8,Super,Jul,2019,Les plus,4.0
Japanese Tea Garden,Antonella Chute,Rio Gallegos,Argentina9,3,Lindo,Jun,2019,"Es un jardín que se encuentra ubicado en el Golden Gate Park. Es pequeño y muy vistoso, y tenes lugares para comer. La entrada cuesta 9 dólares.",4.0
Japanese Tea Garden,ngsab,San Francisco,CA6,6,Japan without leaving the SF Bay Area,Aug,2018,"A wonderful idea of what Japan is like. With it's serenity, the gardens, the ponds with koi, the bridge and make certain you have a cup of tea at the cafe in the gardens.",5.0
Japanese Tea Garden,Becky T,None,None,19,Pretty,Jun,2019,"The Japanese garden tea room is pretty. However, wouldn’t put it high on my list of places to visit if you are pressed for time. The tea is ok.",3.0
Japanese Tea Garden,Jim W.,None,None,"Atlanta, GA1,015",A nice garden stroll for relaxation,Jun,2019,"This place is located in Golden Gate Park, adjacent to the de Young Museum. There is a large plaza out front (basically between the de Young and the natural history museum) with a huge parking deck underground beneath it. You can also park along the nearby roads.",4.0
Japanese Tea Garden,Marie E,Boston,MA,8,Beautiful Spot,Jun,2019,I have been to San Francisco many times but never visited the Tea Garden. It was very crowded but we were still able to find some peaceful spots I had expected to be able to order something a bit more substantial but this is only a place for a light snack or dessert. Delicious and a great gift shop.,4.0
Japanese Tea Garden,DJDJColorado,None,None,Colorado15,So-so,Jun,2019,"Although a charming spot, the garden itself is rather compact and has a lot of pathways cutting through it, further reducing the area for gardens.",3.0
Japanese Tea Garden,Leo M,NY,NY75,5,A beautiful urban oasis with a tea shop,Apr,2019,"Though I have loved the Japanese Tea Garden for many, many years my most recent visit was with my family on a trip to SF. At its best the garden is a serene oasis - but that is most easily achieved early on a weekday.",5.0
Japanese Tea Garden,DutchTX,The Woodlands,TX66,2,"Very nice maintained, again a fee",Jun,2019,"This tea garden is truly very nice, not big, but has great variety. Don’t walk too fast and you will otherwise miss the details. The tea house is nice and not too expensive. However for a public park another section you need to pay an entry fee, somewhat disappointing.",4.0
Japanese Tea Garden,John M,San Francisco,CA5,9,A Japanese experience in Golden Gate Park,Aug,2018,"The Japanese Tea Garden is so often overlooked by visitors to Golden Gate Park but, right next door to the DeYoung Museum, it is not to be missed. The park is very nicely designed and usually very well maintained. If you enjoy Japanese gardens, you must experience this little jewel. The little cafe is not superb but a cup of tea and a Japanese-style nosh will be a nice respite after your walk around the park. The best time to really experience it is if you can manage to go on an evening that has a VISIBLE full moon - the fog often obscures this wonder. It is almost a spiritual thing! In the middle of a hectic vacation it can be a nice rest. As a resident of the Bay Area, it is a place to return to often.",4.0
Japanese Tea Garden,VanesaPlovdiv,Plovdiv,Bulgaria26,4,It's beautiful,Jun,2019,"One of the most beautiful places in a marvelous city.Well,it is a garden you cannot tell much",5.0
Japanese Tea Garden,Subourd,Methuen,MA21,9,Such a tranquil and relaxing place to visit,May,2019,My friend took me to this lovely Japanese Tea Garden.,5.0
Japanese Tea Garden,Lisa W,Freehold,NJ21,6,"Breathtaking, lovely, tranquil and Peaceful!",Jun,2019,"Our last day in San Fran my husband and I headed to Golden Gate Park specifically to spend time at the Japanese Tea Garden. Oh, we were not disappointed! It is such a beautiful place. The landscape, the koi pond. What a perfect place to meditate and take photographs. We just basked in the beauty of the landscape. We must have taken over a hundred photos. If you love to take pictures this is truly a place to shoot. Don't miss the gift shop. There was a charming shop keeper who assisted us with our only memento of our trip to San Fran. A Japanese figurine of a Shiba Dog. Memories are made here at the Japanese Tea Garden. What majesty and beauty! A MUST SEE! I just loved being here with my husband!",5.0
Japanese Tea Garden,Maxim Melinti,None,None,46,Island of bliss,Jun,2019,Это островок блаженства и вдохновения. Это приветливый персонал и приятные лица обслуживающего персонала.,5.0
Japanese Tea Garden,Ann572014,Bristol,UK23,8,Beautiful space,Feb,2019,"This covers a small area, but was well-tended and beautiful to explore, when the sun came out. Unfortunately, we wanted to warm up after getting cold and wet on a bus tour, but there is nowhere enclosed. I think a map of the Garden should be provided with the admission charge and not at an extra cost.",4.0
Japanese Tea Garden,Denise C,Clyde,NC16,8,With a short visit if you go to the park,May,2019,"We went to the Tea Garden after leaving the Academy of Sciences. We spent about an hour walking around and looking at the flowers and gardens. It was a wonderful place to take pictures and since we went during the week in May, it wasn’t very crowded. When we had walked through the garden we stopped for tea and cookies in the tea house. They had a good variety of Tea and desserts. We had a cookie assortment and tried the green tea cheesecake. It was a nice way to end our visit to Golden Gate Park. We left the tea gardens and walked back across the park to catch our Muni bus back to our downtown hotel.",4.0
Japanese Tea Garden,jdudaceo,None,None,Florida18,Not Over Rated! Beautiful,May,2019,It is very beautiful and a nice way to spend a couple of hours peaceful and relaxed. Make sure you sit in the tea house and have some tea.,5.0
Japanese Tea Garden,Bree B,Meridian,ID18,5,Always amazing,Jun,2019,We have been before; its beautiful. Amazingly manicured,4.0
Japanese Tea Garden,GailC,Arvada,CO1,0,Awesome free tour SF city guides,Jun,2019,"First time visit to the Japanese Tea Garden, happy I went on the tour, would have missed so much history. Will go back!",5.0
Japanese Tea Garden,saeloya,Seoul,South Korea46,0,작은 일본,May,2019,"샌프란시스코 금문교 공원 내에 있는 유료 일본식 정원인데, 금요일 오전 9~10시 사이에 방문하면 무료입니다. 일본 스타일로 아기자기하게 꾸며놓아서 잠시 일본을 여행하는 느낌이 들었어요.",3.0
Japanese Tea Garden,Neil Y,Los Angeles,CA3,5,OUTSTANDING!,Apr,2019,I've visited this garden 2 or 3 dozen times and I find something new each visit. It is one of my favorite places on the planet.,5.0
Japanese Tea Garden,Lauren S,Pittston,PA2,1,Peaceful garden,May,2019,Came with my family for a morning visit. The garden was beautiful! We visited on a Monday morning before 10am and got in for free and the garden wasn’t very busy which made for a really quiet and pleasant start to our day. I loved the koi ponds and the intricate bridges.,5.0
Japanese Tea Garden,Malibranz,None,None,"Bologna, Italy1,142",Sospeso nel tempo,Apr,2019,"Un giardino giapponese ricostruito nei minimi dettagli, la pace e l’eterea leggerezza che trasmette è unica. L’ingresso si paga ma ne vale pienamente la pena. Si può passeggiare in un ambiente pienamente integrato nella natura e nella qualità delle piante. Un piccolo store che vende oggetti tipici completa il quadro. Da vedere.",5.0
Japanese Tea Garden,Annabelle_qui200,Montfermeil,France2,9,Un moment exceptionnel,Jun,2018,Nous y sommes allés le matin très tôt (a l'époque c'était gratuit tot le matin) et il n'y avait absolument personne c'était magique. Un cadre exceptionnel !,5.0
Japanese Tea Garden,Michael U,None,None,"Las Vegas, NV43,454",Thoroughly underwhelming from start to finish,Mar,2019,"Open from 9am until 4:45pm daily San Francisco's Japanese Tea Garden unfortunately falls far short of those in Phoenix or Portland, the premium pricing found throughout Northern California magnifying disappointment as one can easily see the entire garden in under an hour.",2.0
Japanese Tea Garden,bobb34576,None,None,"Midland, Texas, United States39",Wonderful highlight of Golden Gate Park,Jun,2018,"This is a serene and beautiful spot that exquisitely complements the art and sciences museums nearby. We walked to the tea garden before the opening of the sciences museum. It has a calming atmosphere. The ground is uneven, so possibly difficult for seniors, but the grounds are manicured and thoughtful, in harmony with nature. Our son ordered a green tea cheesecake and Japanese tea from the cafe and enjoyed it immensely. This was a treasured piece of our vacation!",5.0
Japanese Tea Garden,Larry L,Carmel,CA13,2,"Lovely, relaxing garden",Mar,2019,"I visited the Japanese Tea Garden on a beautiful morning, and took an excellent 1-hour tour with San Francisco City Guides. The garden was lovely, very beautiful and very relaxing, with a number of traditional Japanese structures, stone lanterns, bridges, koi ponds, and a diversity of trees and other plants. Also a nice tea and refreshments building and a lovely gift shop. The day I visited, admission was free before 10:00 am. A fine visit, and very near the Botanical Garden, the DeYoung Art Museum, and the Science Museum.",5.0
Japanese Tea Garden,Robson C,Rio de Janeiro,RJ4,9,Lindo!!,Dec,2018,O Japanese Tea Garden do Golden Gate Park é muito bonito e muito bem cuidado. Ele representa bem um jardim japonês e fica bem perto do California Academy of Sciences. A foto na ponte é clássica.,5.0
Japanese Tea Garden,mami48,None,None,New Jersey204,Overpriced,Dec,2018,This is a small garden and I was surprised at the $9 admission fee. Perhaps in the spring it is nice but in December the only highlights were the koi fish. The pagodas needed painting and there was insufficient seating to try and relax in any of the small meditating areas.,3.0
Japanese Tea Garden,Anette B,Stockholm,Sweden6,8,Skön oas i Golden Gateparken,Oct,2018,Japanese Tea Garden var väl värt ett besök. En vacker plats med både planteringar och japanska byggnader. Mycket rofyllt att ströva omkring där även om det var mycket besökare. Vi passade på att värma oss med lite japanskt grönt te. I den lilla restaurangen fanns typiska japanska smårätter och flera olik avröja teer att välja på. Att. I inte varit sär tidigare beror på att de tar entré . Som senio betalade vi bara 6 dollar och det bar set väl värt. Vi kunde använda biljetter hela dagen och återvände framåt stängning då det var färre besökare där. Jag kan verkligen rekommendera ett besök - set är som att komm still en annna värld.,5.0
Japanese Tea Garden,Paul R,None,None,83,Charming and beautiful.,Oct,2018,This well designed and carefully maintained 5 acre park within a park will transport you. I recommend taking your time. A slow walk along its gently twisting pathways with plenty of stops just to all around you will give you view after view of aesthetically pleasing that can bring peace to your day.,5.0
Japanese Tea Garden,HolisticGoddess,None,None,"Newcastle-under-Lyme, UK116",Lovely Japanese Tea Garden in San Francisco.,Nov,2018,We went at 9.30 am on a monday morning.,5.0
Japanese Tea Garden,RK7745,Ahmedabad,India9,5,Japanese Tea Garden - Nothing much to see,Nov,2018,"Near Golden Gate Bridge,",2.0
Japanese Tea Garden,Vic,Rome,Italy12,6,Giardino meraviglioso,Aug,2018,"Questo giardino si trova all’interno del Golden Gate Park. L’ingresso per gli adulti e’ di 9$. Consiglio a tutti di farci una passeggiata rilassante. All’interno si possono ammirare giardini zen, pagode e bonsai centenari. Un’ ottimo posto per rilassarsi!",5.0
Japanese Tea Garden,ａｒｃｈｔａｋａ,Tokyo,Japan16,8,駐在とか留学での長期滞在者には、安らぎの場所,Aug,2018,日本を離れ、生活をしている日本人には、安らぎの場所。全てが庭園とはいかないが、其れなりに演出出来ていると思われる。,5.0
Japanese Tea Garden,Manuele M,Umbertide,Italy14,3,Incantevole,Sep,2018,"Il giardino si trova all interno del Golden Gate Park, per il prezzo di ingresso di 8 dollari a testa vi potrete godere un vero spettacolo, la pagoda è bellissima, il giardino e tutte le piante che lo adornano danno proprio un senso di tranquillità. Se siete a San Francisco per qualche giorno è un posto che dovete assolutamente visitare.",5.0
Japanese Tea Garden,O_golos,Moscow,Russia4,0,Японское чудо,Oct,2018,"Это очень уютный, хоть и многолюдный японский сад. В саду много красивых уголков где хочется погулять и пофоткаться. В саду можете встретить белок, в пруду увидеть рыб. Советую попробовать чай, который тут подают.",5.0
Japanese Tea Garden,946rajata,Cupertino,CA4,2,Peaceful and nice garden,Oct,2017,Wonderful place to visit if you love nature.,5.0
Japanese Tea Garden,WHMK,Heathrow,FL12,5,The guided tour was excellent,Sep,2018,We have been there before but this time we signed up for the hour long guided tour (free with donations). The docent on duty was very knowledgeable and entertaining.,5.0
Japanese Tea Garden,SBK,San Francisco,CA4,2,Excellent way to spend a few hours in the city,Sep,2018,"We went here with family who were visiting and had a great time. We ended up taking a free 1 hour ""City Guides"" tour of the gardens, which made the experience that much better. Highly recommend coordinating with one of these tours if you can. The gardens are stunning and were complemented by the sunny weather (go when the sun is out). We also stopped for some Japanese tea cookies before heading out. Parking was expensive (relative to admission), so park on the street if you have the patience to do some circling. Overall, a pleasant experience - would recommend to locals and tourists.",5.0
Japanese Tea Garden,dr_foucault,None,None,Milwaukee270,Peace in the middle of the city,Aug,2018,"The tea garden is one of my favorite places in San Francisco. Monday, Wednesday, and Friday from 9 to 10am is free. The garden is great early when you can enjoy the serenity. There is a cafe and gift shop on site. Prices are fair with amazing food and gifts. This is a must visit location.",5.0
Japanese Tea Garden,Madmat63,Jozerand,France11,4,Très joli jardin japonais,May,2018,"Ce petit jardin est vraiment magnifique et un havre de paix. Par contre, pensez à le visiter le lundi, mercredi et vendredi avant 10 heures pour rentrer gratuitement. Malgré sa beauté, 9$ est un peu élevé.",5.0
Japanese Tea Garden,Gordtgr,Vancouver,Canada21,7,Not the highlight of my trip,Jun,2018,I have been in a few Japanese Gardens and did not find this one living up to expectations I did not feel i got the value of admission. some of the buildings are not maintained and are showing how run down they are. They do not display an overall map of the gardens so and there is no direction to ensure you see the whole place. I believe there are better places to spend my money.,2.0
Japanese Tea Garden,Rbtrevi,None,None,24,Japanese Waste of Time,Jun,2018,"Let's just say if you're expecting to see a huge garden with acres and acres of beautiful Japanese Zen, then don't go with high expectations like we did. First of all, they charge admission. If you're from out of town, they charge more to go in. Once inside, you see some nice Japanese decor and the tea shop (which is pricey) and then the ponds with koi (that weren't very active and looked sick). The Zen garden area was small. The pagoda was nice. The bridge was a hassle to climb. I believe it's for decor mostly because other than that you've got to work to get up on top for a photo and then climb back down. Very steep. It's serene and nice but way too small. You're in and done within 15 min. It's a tourist trap. Go to the 55 acres of the Botanical Garden nearby. Cheaper and more bang for your buck.",2.0
Japanese Tea Garden,Bryant P,Phoenix,AZ17,1,A rip off,Jun,2018,"I should have researched this place before we visited. I will admit it is very beautiful, but I paid $32 to get my family of 5 in which I think is a little steep as you can walk the entire grounds in about 10 minutes. My son went to the snack bar and ordered a ""matcha"" tea and it was $9. This place is a cash cow on all counts. Avoid this and instead visit the rose garden across the street which is free. No discounts of any kind offered here.",2.0
Japanese Tea Garden,Chibika,Belize City,Belize31,3,Havre de paix,Oct,2017,Magnifique jardin japonais dans le Presidio très bien aménagé.,5.0
Japanese Tea Garden,Bill B,None,None,Baton Rouge111,Peaceful and Beautiful,Mar,2018,We walked around the garden and saw it in about 1 hour. The entry fee wasn't too high. Seems like it was $10 per person.,5.0
Japanese Tea Garden,AldebaranFlorida,None,None,"Clearwater, FL4,849",Enjoyable walk through a lush garden,Sep,2017,"We enjoyed walking through this lush garden with very interesting structures in Golden Gate Park. I don't think it is worth the full admission price of $9, but kids and seniors prices are lower. Also, the best deal, admission is free on Monday, Wednesday, and Friday if you arrive between the 9:00 am opening and 10:00 am.",4.0
Japanese Tea Garden,LouiseNE,Newcastle upon Tyne,UK20,1,Save your money if you're british,Jan,2018,"$9 for a garden not much bigger than an English back garden. A disappointment & rip off. Particularly as every feature garden or glass house in the park has the same admission charge,",2.0
Japanese Tea Garden,Pulcinomilano,Milan,Italy11,7,"Bello, peccato il prezzo",Dec,2017,"9 dollari sono fin troppo eccessivi per quest'attrazione molto bella, d'accordo, ma per nulla caratteristica.",3.0
Japanese Tea Garden,barry w,Witney,UK8,3,A NICE WAY TO SPEND A AFTERNOON,Aug,2017,"IF you want to relax and take it easy after a trip around golden gate park this place is a must visit, great staff great tea and food, chill out",5.0
Japanese Tea Garden,tedioustommo,High Wycombe,UK32,0,It's expensive and lovely.,Sep,2017,"This was a ""must"" visit for us whilst in SF.",4.0
Japanese Tea Garden,Dani C,Warwick,UK4,1,Beautiful tranquil place,Sep,2017,We made the trip to Golden Gatufe park specifically to visited the Japanese Gardens. It costs $9 for adults which I assume goes to the upkeep of the gardens. A beautiful tranquil spot perfect for some quiet time away from the hustle and bustle of the city.,4.0
Japanese Tea Garden,Patrick M,Montreal,Canada3,6,9$ wasted,Sep,2017,"9$ wasted, more like a tourist trap, said it would take 25 mins, took more like 10-15mins. It was nice but could be better maintained.",1.0
Japanese Tea Garden,BrightonKira,Brighton,UK13,9,You have to pay to enter!,Aug,2017,We didn't bother going in. It's a garden and you have to pay extra to look around it. We had already paid a load that day for Cal Academy.,1.0
Japanese Tea Garden,Leonid R,Modiin,Israel10,7,Beautiful garden,Jun,2017,This garden is part of Golden Gate Park. This place is really amazing. You can feel that you are in Japan. The entrance is not free. Max stay - around 1h,5.0
Asian Art Museum,phvi2617,Anaheim,CA39,2,Journey through the art of Asia,Feb,2022,"This museum has a vast, comprehensive collection of Asian art spanning thousands of years and nearly every artistic medium. I really enjoyed the South Asian galleries as well as the different representations of the Buddha from across Asia.",5.0
Asian Art Museum,Arun K,None,None,"Nagpur District, India2,931",Comprehensive Asian Art Collections !,Aug,2022,"The museum, which specialises in Asian history & culture has brilliant collection of Asian art.",5.0
Asian Art Museum,California_momofsix,Fairfield1,08,4,Peaceful place to see beautiful art,Oct,2020,"My family was lucky enough to snag some free tickets for the reopening. I would definitely go back and pay for a ticket. I believe adult tickets are 15$. Due to limited capacity, you need to book your visit online ahead of time but there are plenty of spots available. We felt very safe at the museum. It was so quiet with only a few other people around, plenty of room for social distancing.",5.0
Asian Art Museum,allaroundtheuniverse,New York City,NY3,4,Incredible Asian Art Collection in a Beautiful Building in the Heart of San Francisco,Nov,2020,"The collections are impressive and it's a treasure to have a museum like this in the Bay Area. I definitely recommend visiting even during the pandemic, because the staff is taking safety precautions very seriously. There are only a handful of people on each floor, so it feels like you have a huge museum all to yourself.",5.0
Asian Art Museum,TravelingSwan,Concord,CA5,5,Very nice museum,Sep,2020,Definitely worth a stop if you have the time. I spent almost 5v hours here and I still didn’t see everything. I love that they have a coat check so I didn’t have to walk around with my motorcycle helmet the whole time. The displays change and new things are always coming in. The museum is clean and pretty quiet. TH e-gift shop has a number of very unique things although a bit pricey. I hope to return again to see their new exhibits.,5.0
Asian Art Museum,travelingbloom11,None,None,20,Very Thorough and Excellent Museum,Dec,2022,Amazing museum! It has great artifacts and history through the ages and you can see the evolution and change. Great to get perspective on the unique dynamics and changes of Asia and the influences that impact modern day. Starting on the 3rd floor to the 1st was a suggestion for chronological order. Very good special exhibit and contemporary art. Highly recommend!,5.0
Asian Art Museum,ashie b,Richmond,VA39,1,Very nice,Aug,2021,"The museum is organized and easy to walk through. The interactive exhibit was really cool, we stayed there for a half hour alone. We were a bit disappointed that so much of the museum was blocked off for constructing the new exhibit, but what was left was very well put together and laid out. I wish I could've stayed longer to read everything.",4.0
Asian Art Museum,ElTouristo61,None,None,"New York City, NY2,735",One of the Best Asian Art Museums in the Country,Nov,2021,"Spanning some 6,000 years and multiple/diverse cultures, the Asian Art Museum is filled with stunning masterpieces. I had a really enjoyable time walking through the collection and learning about the pieces. This is certainly one of the best Asian art collections in the country.",4.0
Asian Art Museum,Margaret H,Oakland,CA19,1,Great Museum from a person who practically grew up in the Smithsonian museums,Jan,2020,"I have been here twice with very different groups of guests. Each time they have been overwhelmingly surprised at this museum. It is the perfect balance of relevant contemporary art and historic treasure. The installations and exhibits tend to focus on more current art themes. The upper levels house vast and spectacular collections organized by countries - China, Japan, and Korea. Everything is clearly labeled and explained. There are good videos augmenting some of the sections. The interior of the building is really well lit and enhances the art in very subtle ways. Highly recommend you take the elevator and start on the third floor, then work your way down.",5.0
Asian Art Museum,Terri J,Oakland,CA,8,"A Great Museum, and a convenient location too.",Mar,2020,"This is a fantastic, world class museum. Start at the top of the escalator and work your way down. The cafe offers a get place to grab a meal. And the Gift Shop although expensive has wonderful books, jewelry, and other souvenirs. If you do not have any background in Asian Art, I would recommend a tour.",5.0
Asian Art Museum,Debs13,None,None,4,Your Enlightened Afternoon Awaits!,Feb,2020,"The Asian Art Museum has an absolutely hands down brilliant collection of Asian art. I plan on revisiting it every time I'm in SF. It's not a crowded museum but has thoughtful placements. The exhibition ""Awaken: A Tibetan Buddhist Journey Toward Enlightenment"" was so interesting as it was based on the history of the mandela., and, was conveyed through the museum floor plan. A must-see. Afterwards, have a cup of green tea and the garlic noodles in its cafe. Wind down and center yourself.",5.0
Asian Art Museum,DebinSanFrancisco,Tiburon,CA35,0,A favorite with many exhibits and collections,Aug,2021,"We were just there for an exhibit and still love this museum. It's in a great location, so you can see other buildings such as City Hall & Civic Center Plaza.",5.0
Asian Art Museum,scpat2015,Greenville,SC10,7,Great Museum. Must do!,Mar,2020,Great Museum even for kids! The first Sunday of the month is FREE! The food in the cafe is good and the gift shop is extensive! Now for the tips: I observed a wonderful art class for children and schedules for future ones. Check them out. The other amazing interactive activity for kids of all ages was a digital aquarium where you are given paper with an outline of an aquatic animal to color and then your art piece is scanned and appears floating on the wall. Beyond fun and amazing to see this!! We took a free tour of the architectural history of the building that was fascinating. There are videos explaining some objects. But my favorite was how to dress an elephant! This museum is good even if you know nothing about Asian Art. You will enjoy it!,5.0
Asian Art Museum,Alessandra Matino,Sao Paulo,SP14,7,Asian Art and History,Apr,2022,This museum has a super collection of Asian Art and has a lot of history too.,4.0
Asian Art Museum,Thomas V,None,None,"Oakland, CA14,809",Full of Treasures,Feb,2020,"I never get tired of coming here. A great re-use of the handsome library building, plus a new addition. The scope is grand covering so many cultures and time periods, so it's a bit overwhelming. Go for the objects you love most. Nice cafe as well.",5.0
Asian Art Museum,kayohh7,Monterey,CA13,5,A safe activity,Oct,2020,I took my infant son to the museum since we have been cooped up for months. It felt so nice to get out and get some culture. The museum is spotless and feels very very safe. The staff takes the guidelines very seriously which I really appreciated. The exhibits were fascinating and beautiful. I wish I could have spent more time there but trying to manage a ten month old baby. I would definitely come back again. Also the gift shop is awesome!,5.0
Asian Art Museum,Trup,None,None,"New York, NY1,189",Met and exceeded expectations,Jun,2022,"Gorgeous facility and an extraordinary collection of both antique and modern art pieces. Allow 2-3 hours. Reasonable admissions price. Parking available a half block away at $8/hour. If you have ANY interest in Asia, then this is a fine activity for you.",5.0
Asian Art Museum,Alexander S,San Francisco,CA8,7,Heritage for Generations,Jun,2017,"Situated across the street from City Hall of San Francisco, the Asian Art Museum would be a great place to visit for anybody interested in the world's history. The building is magnificent with columns and stairs underlining architectural style. Once you are in, please be prepared to discover many interesting facts about culture and traditions of this region of the world. I would strongly recommend ""Tours of the Collection"" or tours for a specific region (Korea, China or along the famous Silk and Spice Routes). At the end, you certainly will feel satisfied and enriched with amusing knowledge!!!",5.0
Asian Art Museum,RNJohn,East Bay,California1,9,A Nice Place to Spend Half a Day,I,decided,,4.0
Asian Art Museum,musashiSanFrancisco,None,None,san francisco88,Boring & Terribly curated collection,Jun,2015,"The museum is located next to the public library in the worst neighborhood of San Francisco. As you cross the street, you pick your way through piles of used drug syringes and human feces from the homeless encamped at the library and the grass outside the museum. Inside, the building is beautiful but the collection is displayed without decent didactics - there is no attempt by the curators to explain why each piece was deemed important enough to warrant your attention.",1.0
Asian Art Museum,Bill L,Carmichael,CA,6,Extremely Disappointing,Sep,2016,Not impressed compared to the Victoria and Albert Museum and British Museum in London. Female security guard was very rude. Coat check room personnel were very nice and helpful.,1.0
Asian Art Museum,mac_dr,None,None,Hamburg62,Extremely unhelpful and unfriendly staff,Aug,2019,"Wow, this is by far the museum with the most unhelpful and unfriendly staff. You have to carry you backpack in front of you. Thoughat coat check they told us its ok to take. The front desk did not tell a single syllable about the museum. Ok. Only one floor open, bit still full price. Truly one of tge worst museum experiencess in the whole world",1.0
Asian Art Museum,Traveller20203,None,None,Texas153,Many beautiful treasures from Asia open to the public,Dec,2011,"Museum of Asian art in SF. This is a newer beautiful museum across from city hall in SF dedicated to art from Asia. Normally the admission is $17 but for a limited time, the first Sunday of the month offers free admission courtesy of Target. We were charged only $5 for a special exhibition called Maharajas: the Splendor of India's Royal Courts. There were several interesting items on display including a horse carriage made of silver, a golden throne, and lots of other treasures. The Museum also had an Indian dance performance and served Indian food from their cafeteria. It was an entertaining way to spend the afternoon.",5.0
Asian Art Museum,carlatour48,None,None,"Imola, Italy3,573",Una delle più complete raccolte di arte asiatica,Jun,2019,"Interessante questo grande museo di arte asiatica ma non solo, raccoglie oggettistica di tanti paesi asiatici, maschere vasellame, tessuti, raccoglie inoltre quadri e stampe. L'oggettistica è perfettamente conservata anche se è datata più di 6000 anni fa, l'apertura è merito di un facoltoso collezionista di arte asiatica nel 1966,. Molto bella anche la galleria alla quale ha partecipato anche Gae Aulenti.",5.0
Asian Art Museum,Elisa R,None,None,Prato6,One floor at full price,Aug,2019,"Only one floor open, bit still full price. We were not even warned about this at the front desk. Very unfear attitude towards the customer. Not much to see with just one floor.",1.0
Asian Art Museum,Ksways,Glasgow,UK,7,Overpriced,Jun,2019,Entrance fee $15. Only third floor exhibits available with $10 additional fee for special exhibits on ground floor. Some masterpieces from display currently unavailable for viewing. Extreme noise from renovation work on second floor.,2.0
Asian Art Museum,denmcloughlin,None,None,17,Mainly closed,Jun,2019,Wanted to spend a couple of hours here enjoying the art but unfortunately all of the second floor (and possibly some of the third) were closed. Nothing on show from Japan or China in the main galleries. Probably only 25% open.,2.0
Asian Art Museum,steve h,San Francisco,CA11,0,A big disappointment.,Feb,2019,"I went expecting to learn more about Chinese ceramics, but the number of items on display was very limited and the labeling of what was on display was confusing. For instance, there was not a single Tang horse or camel in the building. The restaurant had a choice of a total of four pastries, all croissants, as their food offering. No decaf coffee. The place was almost empty, though, so it was very easy to see what was displayed.",2.0
Asian Art Museum,Elizur B,None,None,"Kfar-Saba , Israel865",A real disappointment,Aug,2017,"Large museum that contains many articles BUT - it is organized for - maybe- research , not for visitors . Explanations are limited and very difficult to follow - too much focus on China",1.0
Asian Art Museum,Bob S,San Francisco,CA39,7,Restaurant experience is second-rate,Dec,2015,"This review is only about the restaurant, which I didn't like.",2.0
Asian Art Museum,anjelloe9,San Francisco,CA4,6,Come for the visiting exhibitions,Sep,2015,"For a place called the ""Asian Art Museum"", its permanent collection sorely lacks representation of all the diverse cultures and religious beliefs of the continent.",2.0
Asian Art Museum,Androscan,None,None,Sheburne10,Terrible disappointment,May,2015,"First off, the good things. The collections contain wonderful wonderful items. Many hours could be spent studying and enjoying the exhibits, and return visits would also be fruitful. The museum also allows non-flash photography, which I find very useful in ""taking notes"" and just taking some of the wonders with me.",2.0
Asian Art Museum,Ghamzak,Boulder,CO5,8,too small!,Dec,2014,"For the fee they take ($12), it has nothing to offer. The theme was ""Roads to Arabia"" which was the reason I chose to go in, but it only had one room in the first floor (out of 3) belonging to the theme.",2.0
